User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Dawn House Women's Services,@DawnHouse302,2020-04-01T23:43:02.000Z,"If only 
@fordnation
 would increase ODSP to $2000 a month....and respectfully,  maybe OAS and CPP disability could get a bump because they could sure use $2000/month also.If only 
@fordnation
 would increase ODSP to $2000 a month....and respectfully,  maybe OAS and CPP disability could get a bump because they could sure use $2000/month also.",,3,16
pierrepoilievre,@PierrePoilievre,2020-04-01T21:45:39.000Z,We need creative ideas to get this wage subsidy out faster. Anecdotes are pouring into my office of businesses that will be bankrupt before the CRA application portal even opens. Need for speed. Conservatives working on solutions for the government.,102,216,700
C.T,@ennerut,2020-04-01T23:04:54.000Z,"Private sector ideas and innovation will carry us. 
@JustinTrudeau
 needs to get money moving. 6 weeks won't cut it. CRA has every taxpayers info.
Direct deposits.",,,3
"Naomi
#Xrudeau (Ensure the T is crossed)",@NaomiWong1984,2020-04-01T20:35:25.000Z,"BREAKING: At 4:30 pm this afternoon, Justin Trudeau announced in front of his house at the Rideau Cottage, Ottawa that he will resign immediately & the Governor General Julie Payette will summon 
@AndrewScheer
 to form a new government; he also announced he has filed a divorce.BREAKING: At 4:30 pm this afternoon, Justin Trudeau announced in front of his house at the Rideau Cottage, Ottawa that he will resign immediately & the Governor General Julie Payette will summon 
@AndrewScheer
 to form a new government; he also announced he has filed a divorce.",92,45,170
Kerrybehave,@kerrybehave,2020-04-01T22:56:47.000Z,We are already April Fools. Don't rub it in. LOL.,,,7
VictoriaL59,@Victoria59L,2020-04-01T23:35:41.000Z,"Have you been asleep? Living under a rock? Scheer is opposition, his job is to oppose. Look at 
@JustinTrudeau
 ~~ he's been driving the bus for 4+ years. FFS. Take a civics class.Have you been asleep? Living under a rock? Scheer is opposition, his job is to oppose. Look at 
@JustinTrudeau
 ~~ he's been driving the bus for 4+ years. FFS. Take a civics class.",,7,57
SkNana,@sask_nana,2020-04-01T23:12:37.000Z,"How is he still our PM? 
@JustinTrudeau
 #canada #TrudeauMustGo #TrudeauWorstPM 

Trudeau is a repeat offender https://youtu.be/f3CVZAhgoFE via 
@YouTubeTrudeau is a repeat offender
2 Deleted Scenes from Global News YouTube Video: Coincidence? or Bailout Funds?Right at Start they cut of Kent Quote of Justin Trudeau is the First Prime Min...
youtube.com",,1,3
Lori Campbell,@campbelllor,2020-04-01T23:02:29.000Z,"Why do the banks get to make money off of #COVID„Éº19 ? 
Deferring my mortgage for up to 6 months is a great deal for the bank because they aren't forgiving the interest that accumulates. 
Homeowners are still responsible for the extra burden.
@JustinTrudeau
 #cndpoli",1,6,24
Robab Baraie,@BaraieRobab,2020-04-01T23:29:49.000Z,"Here's good reference to the terrorist diplomats of 
@khamenei_ir
 @HassanRouhani
 BTW diplomat-terrorism increased under 
@JZarif
 watch. 
@EmmanuelMacron
 @Queen_Europe
 @BorisJohnson
 @JustinTrudeau
 @ilirmetazyrtar
 @realDonaldTrump
 @USAdarFarsi
 @iran_policy
  

https://ncrius.org/irans-emissaries-of-terror.html¶",4,34,41
Ana Lorena Moreno G,@AnaLorena,2020-04-01T22:29:21.000Z,"You are an example of true humanity to the world. Keep it up! This little light of soul I am, says thank you for being a beacon a hope in a very dark time for the world. 
Blessings to Canada from MexicoYou are an example of true humanity to the world. Keep it up! This little light of soul I am, says thank you for being a beacon a hope in a very dark time for the world. 
Blessings to Canada from Mexico",3,,15
"Naomi
#Xrudeau (Ensure the T is crossed)",@NaomiWong1984,2020-04-01T21:10:30.000Z,"Good to know the rules, maybe next year.Good to know the rules, maybe next year.",3,5,19
Nike Mitts,@NikeMitts,2020-04-01T22:12:51.000Z,"Also, if Trudeau resigned, the Deputy Leader would take charge. Liberals still hold the most seats. This isn't America. Lol.",3,,43
Anne Ballantyne..,@ballantyneart,2020-04-01T16:43:41.000Z,"I think it is time the PM does his morning update from the office in his house, we do not need journalists asking the same dumb questions everyday, It feels like a setup. 
@JustinTrudeau",34,76,391
Carlos.,@carlosstelmac,2020-04-01T22:59:27.000Z,I think you would be hard pressed to find many actual journalists in that crowd. The questions are designed to take the shine off of the PM's rise in popularity. Most have their Post Media agenda front and centre.,2,1,8
"#StopThePlanes
#COVIDZERO #StayTheFHome",,2020-04-01T23:19:35.000Z,"Airbnb hosts wanting a bailout are INVESTOR SPECULATORS not ""working businesses"". NOT ONE PENNY. Akin to paying all stock market investors for their losses & as ""workers"".Airbnb hosts wanting a bailout are INVESTOR SPECULATORS not ""working businesses"". NOT ONE PENNY. Akin to paying all stock market investors for their losses & as ""workers"".",,1,15
Babuji M Philip,@babuji_philip,2020-04-01T21:58:52.000Z,The stupidest tweet of the day. Actually the stupidest ever!The stupidest tweet of the day. Actually the stupidest ever!,1,,32
·ó∑I·í™·í™Y·ó©·ëéG·ëå·îï,@BillyAngus4,2020-04-01T23:36:07.000Z,"All levels of government are corrupt, all of them.All levels of government are corrupt, all of them.",,2,2
27deberne@gmail.com,27deberne@gmail.com,2020-04-01T22:06:01.000Z,The truth isn't anywhere near the CBC,,1,5
"Naomi
#Xrudeau (Ensure the T is crossed)",@NaomiWong1984,2020-04-01T22:31:56.000Z,"Turd-oh is a puppet, a nutbar but he will never be #Trump.Turd-oh is a puppet, a nutbar but he will never be #Trump.",,1,4
lisakimmel,@lisakimmel,2020-04-01T22:17:39.000Z,"April 1st 
@EdelmanCanada
 summary of Prime Minister 
@JustinTrudeau
 and ministerial #COVID„Éº19 updates #coronavirus #cdnpoli",,2,4
Treasonous Racist Trudeau,@Blush777777,2020-04-01T23:46:31.000Z,"Update: He fired 2 for exposing him for his SNC-Lavalin corruption and 1 MP in Whitby. So I guess Harper was more of a feminist. 
@JustinTrudeau
 @liberal_party
 @gmbutts
 @CP24
 @CPC_HQ",,2,3
Trevor M,@MDTrev,2020-04-01T21:19:40.000Z,"We need to do better for our most vulnerable and we need to listen to those on the frontlines for solutions that will work.
@JohnTory
 @fordnation
 @JustinTrudeau",,1,9
Joe Lockhart,@joelockhart,2020-04-01T19:29:10.000Z,"Governor DeSantis now says he'll take the 49 Floridians off the cruise ship sitting of his shores.  He won't take the other 250 Americans or the 400 Canadians.  So much for the country pulling together.  Thanks for the national leadership 
@realDonaldTrump",4.3K,18.8K,55.5K
Only The Truth,@TantumVero,2020-04-01T23:30:03.000Z,"Shame on you 
@GovRonDeSantis
!!

Canada was heroic after 9-11...and this is how we repay them in a time of need?
@JustinTrudeau
...most of us are better than this. We love Canada.
I am so very sorry. I am ashamed of our country today. Please forgive us.",,2,9
CTA,@CanTruck,2020-04-01T21:18:48.000Z,"We wholeheartedly thank 
@JustinTrudeau
  for taking the time to publicly recognize the indispensable role truck drivers across the country have played in trying to steer us out of this crisis http://cantruck.ca/cta-applauds-prime-minister-standing-up-for-truckers/¶ #ThankaTrucker",,19,31
Friends of Science,@FriendsOScience,2020-04-01T22:52:23.000Z,"Thank  you. It's really for the public, to help people understand what has been going on...and on.  As for politicians, only if they care about the people and the country will they read and respond appropriately.",,,7
Dennis Rivera,@latino4america,2020-04-01T21:32:41.000Z,THIS IS A TRUE PATRIOT PRESIDENT.THIS IS A TRUE PATRIOT PRESIDENT.,2,1,5
Justin Trudeau,@JustinTrudeau,2020-04-01T00:01:26.000Z,"While many of us are working from home, there are others who aren't able to do that - like the truck drivers who are working day and night to make sure our shelves are stocked. So when you can, please #ThankATrucker for everything they're doing and help them however you can.",1.3K,3.6K,21.2K
Tom Quiggin,@TomTSEC,2020-04-01T22:16:59.000Z,"....and after you thank them, put a carbon tax on them to make their lives more difficult.....",2,5,18
Suze Michelini,@emilia_suze,2020-04-01T22:23:42.000Z,"We are seeing a coverup by the government of Canada! Are Trudeau's minions in the MSM too afraid to question their boss? They are talking about US but NOT about the failure happening in Canada by 
@JustinTrudeau
 and 
@PattyHajduQuote Tweet
Kulvinder Kaur MD
@dockaurG
 ∑ Apr 1, 2020
Canada's status of #COVID19 pts on March 31, 2020. No @GovCanHealth @ONgov demographics on ventilated pts & deaths.

Data illogical. No transparency. @ONgov reports 143 #COVID19Ontario ICU pts Mar31 (actual 483). BUT 
 only reports 108 #COVID19Canada ICU pts nationally on Mar31.",,18,27
Nanky Rai,@NankyRai,2020-04-01T22:10:28.000Z,"All levels of gov need to work urgently 2 prevent serious illness & death among ppl experiencing homelessness & PWUDs in Toronto 
@JohnTory
 @fordnation
 @JustinTrudeau
 #TOpoli #COVID19 #OverdoseCrisis #SafeSupply #EndHomelessness 
5 DEMANDS TO ADDRESS MULTIPLE EMERGENCIES:",,7,14
Peter Neal,@peterneal1,2020-04-01T22:18:00.000Z,"I agree they shouldn't make $15/hr and our team along w/ the folks 
@BetterWayCAN
 hope to see that #MinimumWage go higher! $15/hr still isn't a #LivingWage 
@JustinTrudeau
 @fordnation
 @njsaulQuote Tweet
John Henry
@JohnHenryStyle
 ∑ Mar 31, 2020
Suddenly, the whole nation is depending on the same people they say shouldn't make $15 an hour.
Show this thread",,,6
daanis,@gindaanis,2020-04-01T23:22:15.000Z,"But 
@JustinTrudeau
 is confident in these corporations. 

I can't imagine a less essential service right now.  Or ever. It's time for Canada to plan on a just transition for these workers and get them employed elsewhere.Quote Tweet
Torrance Coste
@TorranceCoste
 ∑ Apr 1, 2020
Social distancing works, and it should applied to all non-essential services, full stop. 

It's time to listen to Nations and communities and shit these camps down.

https://alaskahighwaynews.ca/regional-news/lng-canada-worker-tests-positive-for-covid-19-1.24110189¶ #bcpoli #Covid19
Show this thread",,1,5
"stevestonnotrichmond ""Mask Up!""",@stevestonnotri1,2020-04-01T23:00:22.000Z,"Bc Health Minister Adrian Dix says more effort from feds required to ensure returning citizens/residents isolate for 14 days.

I'll take that sentiment and raise it ten fold. 
@PattyHajdu
 @JustinTrudeau
 @CPHO_CanadaQuote Tweet
LizaYuzda
@LizaYuzda
 ∑ Apr 1, 2020
Tens of thousands of Cdns registered with foreign affairs wanting to come back to canada. @adriandix says it's critical anyone returning has zero ambiguity about their responsibility under the quarantine act - requiring more effort from feds
#bcpoli #covid19 @news1130
Show this thread",2,2,9
Mistress Maya Odelle,@MxMayaOdelle,2020-04-01T21:48:01.000Z,"This is completely fucking unacceptable. 
@JustinTrudeau
 is this how you útake careù of your vulnerable citizens? Of your part-time essential services workers? Gig workers and casual employees? People who have been cut to one shift/week? How dare you.Quote Tweet
Passage
@readpassage
 ∑ Apr 1, 2020
Well, there it is. This is from the new Q&A document on the CERB. 

If you're a student, you get nothing. 

If you're a recent grad, you get nothing.

If you're a worker who has lost most (but not all) your income, you get nothing. 

It's totally unacceptable.",,4,9
Taleeb Noormohamed,@Taleeb,2020-04-01T23:38:43.000Z,"But that's not what they're litigating. That's the problem. They won't focus on stuff that matters, just sound bytes.But that's not what they're litigating. That's the problem. They won't focus on stuff that matters, just sound bytes.",1,,6
TMX Group,@TMXGroup,2020-04-01T22:52:03.000Z,"TMX applauds the Canadian government for expanding the #COVID19 Canada Emergency Wage Subsidy to support all affected Canadian businesses, including growth-stage public companies. Well done 
@Bill_Morneau
 @mary_ng
 @JustinTrudeau
 #Fairness4Growth",1,15,26
Emma Lui Èõ∑Ëã•Ëåµ (she/her),@EmmLui,2020-04-01T23:06:53.000Z,"""We urge you to act swiftly to protect the public's health from the heightened risks of #COVID19 transmission...""; 
@UBCIC
 sends open letter to 
@JustinTrudeau
 @PattyHajdu
 @jjhorgan
 @adriandix
 

#CoastalGasLinkOpen letter: Coastal GasLink pipeline must be halted due to the COVID-19 outbreak
The following open letter to the federal and provincial governments was released this morning by the Union of BC Indian Chiefs.
ricochet.media",,1,2
Jen Agg,@TheBlackHoof,2020-04-01T22:16:34.000Z,"Wrote about my strong feelings that landlords need to at the VERY LEAST share SOME of this economic burden. A reasonable proposal! 
@JustinTrudeauQuote Tweet
Mark Medley
@itsmarkmedley
 ∑ Apr 1, 2020
""This idea that while their tenants by and large have nothing, landlords should still keep getting their cut honestly seems bananas to me."" -- @TheBlackHoof https://theglobeandmail.com/opinion/article-a-plea-from-a-small-business-owner-without-immediate-rent-help-i/¶",2,10,35
Meanwhile in Canada,@MeanwhileinCana,2020-05-01T21:47:07.000Z,"It's good to be Canadian.  Well done, 
@JustinTrudeau
.
  
#cdnpoli #guncontrol #assaultweaponban",92,616,2.9K
Sean Azim,@AzimSean,2020-05-01T23:57:41.000Z,Very smart move. There is no place for such firearms in civilized society and,1,,9
tlar,@tlar,2020-05-01T23:38:49.000Z,"Since when is Gates a doctor? After looking at his past record, no damn way will I ever trust anything that comes from this guy!Since when is Gates a doctor? After looking at his past record, no damn way will I ever trust anything that comes from this guy!",1,2,13
Mr. & Mrs. Fred Fredderson,@FredFredderson1,2020-05-01T21:07:46.000Z,"That's where I'm confused.

Why have members of parliament?

If the Privy Council Members have lifetime terms and can force new laws, it could in theory be quite easy for a corrupt politician to fill the Privy Council Office with more corruption, and have a de facto dictatorship.That's where I'm confused.

Why have members of parliament?

If the Privy Council Members have lifetime terms and can force new laws, it could in theory be quite easy for a corrupt politician to fill the Privy Council Office with more corruption, and have a de facto dictatorship.",1,,5
LBdriver,@bdriver532,2020-05-01T23:26:38.000Z,"Correct.
It was meant to be used for minor directives such as appointments etc. 
It was not meant to replace parliament but here we are..
Trudeau in a minority has 100% control. GG Payette will sign off.
Our gov't system is being used against the citizenry.
#TrudeauDictatorship",,1,3
That Guy,@fallenonstupid,2020-05-01T19:16:34.000Z,"I agree with his decision,however, now was probably not the time to do it. The crazies are already feeling like the government is closing on their rights with COVID. Now this on top of  this..I agree with his decision,however, now was probably not the time to do it. The crazies are already feeling like the government is closing on their rights with COVID. Now this on top of  this..",1,,1
"guapo y modesto
(he / his)",@bobintofino,2020-05-01T23:58:00.000Z,"You are right, this isn't the time. It should have been done years ago.",,,9
BlancheCarte 5.0,@UnderGodOnly,2020-05-01T23:25:54.000Z,You are as sad as they come where are all your followers asking about the 42 kg of Carfentinel your govt deemed not a risk to Canadians You're all just sick and evil to the core.You are as sad as they come where are all your followers asking about the 42 kg of Carfentinel your govt deemed not a risk to Canadians You're all just sick and evil to the core.,,1,2
Vancity-,@Vancity78811993,2020-05-01T23:45:15.000Z,Bill Gates owns the patent for  coronavirus and now he's going to sell us a vaccination for coronavirus.Bill Gates owns the patent for  coronavirus and now he's going to sell us a vaccination for coronavirus.,1,1,4
Barbra Streisand,@BarbraStreisand,2020-05-01T20:32:23.000Z,"After multiple mass killings and the spectacle of armed vigilantes storming the Michigan legislature yesterday with assault weapons, it's time to elect politicians who will do something. Justin Trudeau is that type of leader.Canada Bans Assault Weapons in Wake of Deadly Mass Shooting
Prime Minister Justin Trudeau said the government had been in the process of introducing the ban when its agenda was overturned by the pandemic.
nytimes.com",477,1.8K,7.9K
kelly arnone,@caliberkel,2020-05-01T23:54:27.000Z,"So proud of our Prime Minister 
@JustinTrudeau
 ",,2,19
Brittany King,@BrittanySKing,2020-05-01T23:59:34.000Z,"We need action now 
 @JustinTrudeau
 @SeamusORegan
 #myoffshoremyfutureQuote Tweet
Heather Beresford
@heatherberesfor
 ∑ May 1, 2020
@SeamusORegan @JustinTrudeau #MyOffshoreMyFuture twitter.com/c_somerton/sta¶",,2,3
Festivus Co-ordinator and HUMAN Fund CEO,@BudWitzke,2020-05-01T22:37:25.000Z,Get bent Skippy. And take your slugs with you #TrudeauDictatorship #TrudeauLiedPeopleDiedGet bent Skippy. And take your slugs with you #TrudeauDictatorship #TrudeauLiedPeopleDied,,5,15
Kelvin Panku,@Kelvin49988021,2020-05-01T23:13:22.000Z,"We don't need any Bill Gates Vaccines in Canada, let the provinces come together and make a vaccine for themself!!! Bill Gates Vaccune is a No NO No No No No, Bill Gate is EvilWe don't need any Bill Gates Vaccines in Canada, let the provinces come together and make a vaccine for themself!!! Bill Gates Vaccune is a No NO No No No No, Bill Gate is Evil",2,2,11
Bitch Barbie,@Chantel_Bx0,2020-05-01T23:45:58.000Z,But nothing for illegal gun owners using illegal guns bravo dip shit But nothing for illegal gun owners using illegal guns bravo dip shit ,,1,7
David Couke,@DavidCouke,2020-05-01T23:57:08.000Z,A significantly bad day for Canadian's rights and freedoms.A significantly bad day for Canadian's rights and freedoms.,2,1,12
Lukas Til,@tilek01,2020-05-01T22:46:19.000Z,"All bill & Melinda are good for is 
Fear mongering by saying Life back to normal will come when a vaccine is available. Sure a vaccine would be nice but it will take time 
It's all about the $$$All bill & Melinda are good for is 
Fear mongering by saying Life back to normal will come when a vaccine is available. Sure a vaccine would be nice but it will take time 
It's all about the $$$",1,1,2
Amanda Schreiner,@AmandaEslinger,2020-05-01T22:54:29.000Z,"Thank you 
@JustinTrudeau
 for banning assault type weapons. It's neither a right nor a necessity to own these weapons. #guncontrol",,,5
Brad Rush (CAGW skeptic & WEXIT advocate),@OtagoGrad,2020-05-01T22:58:29.000Z,"In politics, the left assumes a moral superiority not dependent on facts & context
 
These so-called ""Liberals,"" see themselves as bearers of unassailable truth

They always know what's best for everybody.

And they're intolerant of other points of view.In politics, the left assumes a moral superiority not dependent on facts & context
 
These so-called ""Liberals,"" see themselves as bearers of unassailable truth

They always know what's best for everybody.

And they're intolerant of other points of view.",5,5,26
Harry de Ruiter,@HarrydeRuiter,2020-05-01T22:13:50.000Z,"Hey 
@POTUS
 watch this! This is how it's done!Hey 
@POTUS
 watch this! This is how it's done!",1,2,14
Kev,@North_Kallen,2020-05-01T23:10:05.000Z,He did it in the most anti democratic way possible with a minority government and no vote in parliament order of council with covid -19 as the excuse. Disgusting dictatorship.,3,1,6
VGRaces,@GraceyV6,2020-05-01T23:44:02.000Z,They wont be stealing them from legal owners or gun shops. Thwre will be fewer in circulation. Fewer guns = fewer gun murders.,1,1,9
lysh,@elyshiafoster,2020-05-01T23:01:43.000Z,"Trudeau did good today folks.
 #guncontrol 
@JustinTrudeau",,1,8
NoMaiden #covidzero #saveBC,@no_maiden,2020-05-01T23:21:11.000Z,Thank God your opinion carries ZERO weightThank God your opinion carries ZERO weight,2,,10
Fred Guttenberg,@fred_guttenberg,2020-05-01T22:48:03.000Z,"So happy that my friend and gun safety champion 
@MikeLevin
 just received this endorsement from 
@MomsDemand
.  Mike knows he already has my endorsement and has since two years ago when I had the honor of joining him in his district.  Mike, thank you for always leading.Quote Tweet
Mike Levin
@MikeLevin
 ∑ May 1, 2020
Thanks to our friends at @MomsDemand for a great meeting, and the honor of receiving your Gun Sense Candidate Distinction! We appreciate your continued advocacy for gun violence prevention & safety during these challenging times. I look forward to working with you to #Keepthe49th",5,68,253
Ed Catinus Rhb,@IamEdCat,2020-05-01T23:17:22.000Z,"The sad reality is that many of the U.S. victims of gun violence would still be alive if trump had the same balls as  
@JustinTrudeau",,2,3
VGRaces,@GraceyV6,2020-05-01T23:42:16.000Z,And if there is no trigger?,2,,10
Weasels4Lunch,@Cats4Lunch,2020-05-01T23:45:08.000Z,Agador Sparticus. Have you ever seen The Birdcage? Hank Azaria was great.Agador Sparticus. Have you ever seen The Birdcage? Hank Azaria was great.,2,1,2
Diane Doucet,@DDianeDoucet,2020-05-01T23:45:04.000Z,"That vaccine is a ticking time bomb for pathogenic priming. It has the very real potential of making things worse. They are fast tracking it and skipping animal trials, going straight to humans. How convenient. During the previous failed attempts, the animals died. No thanks.That vaccine is a ticking time bomb for pathogenic priming. It has the very real potential of making things worse. They are fast tracking it and skipping animal trials, going straight to humans. How convenient. During the previous failed attempts, the animals died. No thanks.",2,2,11
Martin Luther King III,@OfficialMLK3,2020-05-01T22:52:48.000Z,"I applaud Prime Minister 
@JustinTrudeau
 for banning assault riffles in Canada. 

These weapons are responsible for countless deaths in the U.S., including innocent children at school. 

We should also be taking action, here in America, to prevent any future tragedies.",1,24,147
Ishta Mercurio,@IshtaWrites,2020-05-01T23:20:33.000Z,"úCanadians deserve more than thoughts and prayers.ù î
@JustinTrudeau
 #MyPrimeMinister #micdropJustin Trudeau announces Canada is banning assault-style weapons
""Canadians deserve more than thoughts and prayers,ù Trudeau said.
nbcnews.com",1,2,13
Jackie Macchione,@Jaxmacc,2020-05-01T19:54:26.000Z,úBut you don't need an AR-15 to bring down a deerù. Best. Quote. Ever. #needitonatshirtúBut you don't need an AR-15 to bring down a deerù. Best. Quote. Ever. #needitonatshirt,2,,3
Joe Sanders,@joesanders33,2020-05-01T23:29:22.000Z,True.  You need something with a bigger round ,1,,10
VictoriaL59,@Victoria59L,2020-05-01T23:21:32.000Z,"Dr Tam & 
@PattyHajdu
 & 
@JustinTrudeau
 knew about the high risk of Covid on January 11. We've gone down hill from there. This is a damming video. And look where we are today. https://m.youtube.com/watch?v=ffpuoWt-gDM¶",2,19,18
Najma Ahmed,@najmadoc,2020-05-01T23:54:44.000Z,"Today the government took decisive, comprehensive & evidenced based action to decrease the proliferation of semiautomatic rifles. This makes us much more closely aligned with our peer nations and much safer. 
@JustinTrudeau
 @BillBlair
  @Docs4GunControl",4,27,146
Kev,@North_Kallen,2020-05-01T23:07:42.000Z,This is disgusting. Even if you are anti-gun how can you be happy about this? He used covid-19 to pass a non pandemic law using a order of council without a single vote or discussion in parliament. This is anti democratic and authoritarian.This is disgusting. Even if you are anti-gun how can you be happy about this? He used covid-19 to pass a non pandemic law using a order of council without a single vote or discussion in parliament. This is anti democratic and authoritarian.,13,1,10
Kate Cassidy,@KateCassidyAuth,2020-05-01T23:22:04.000Z,Yeah. He got shit done. I LOVE it.,4,,25
Christiane Sadeler,@ChrisSadeler,2020-05-01T22:52:36.000Z,"Today's ban on assault style firearms is immensely encouraging, supremely needed and feather in the prevention cap. Well done 
@JustinTrudeau",,,5
laynie (Elayne with a Y),@LaynieR,2020-05-01T23:46:01.000Z,"Prime Minister 
@JustinTrudeau
 is a great leader. Canadians are lucky to have him.Quote Tweet
MSNBC
@MSNBC
 ∑ May 1, 2020
PM Trudeau says Canada is banning the use and trade of assault-style weapons immediately; says they are designed to kill the largest number of people in the shortest amount of time.

úCanadians need more than thoughts and prayers."" https://on.msnbc.com/2zPKNgF",,2,3
Amit Chakma,@ProfChakma,2020-05-01T23:41:29.000Z,"Bravo Prime Minister 
@JustinTrudeau
 and Minister 
@BillBlair
. And a BIG THANK YOU!Quote Tweet
Justin Trudeau
@JustinTrudeau
Officiel du gouvernement - Canada
 ∑ May 1, 2020
We said we'd ban assault-style firearms in Canada, and today we're doing exactly that. Watch live as Minister @BillBlair and I announce the steps we're taking to strengthen gun control across the country: https://cpac.ca/en/direct/cpac2/449822/pm-trudeau-and-federal-ministers-speak-with-reporters-in-ottawa/¶",,1,8
Suburban Voyeur,@subvoyeur,2020-05-01T23:58:39.000Z,"Cheers 
 
A huge win for Canada and the safety of our people. 

Thank you 
@JustinTrudeau
 @BillBlair
 @cafreeland
 

#GunControl #cdnpoli",1,3,17
Tyler Higgs,@UberJumper,2020-05-01T23:42:03.000Z,"Stop using victims to commit injustice against others
@JustinTrudeau
 @BillBlair
 @Polysesouvient
 @Docs4guncontrol
 victims deserve better than being used for political leverage: https://youtu.be/nzLzjWmYn-A

Spend our tax dollars on actual actions that affect root causes of violence.Message from the CCFR concerning the tragedy in Nova Scotia
Pray for our brothers and sisters in Nova Scotia. Shame on those exploiting this horrific tragedy.
youtube.com",,1,1
Rachel Maddow MSNBC,@maddow,2020-06-01T19:33:03.000Z,"úRussia not welcome at G7, Canada's Trudeau saysùRussia not welcome at G7, Canada's Trudeau says
Canada does not support Russia's return to the Group of Seven, proposed by U.S. President Donald Trump over the weekend, because Moscow continues to flout international law, Prime Minister Justin...
reuters.com",1.1K,9.3K,37K
Sweet n Salty,@SweetNSalty77,2020-06-01T20:24:22.000Z,"Trump doesn't run the G6+1
Trump is the outsider. 
Canada is in a helluva position speaking out as we share the border and Trump is a sensitive man baby that likes to retaliate but 
@JustinTrudeau
 stands up to him. 
#IStandWithTrudeau",,3,6
Janis Sexton,@Ez4u2say_Janis,2020-06-01T21:49:04.000Z,Only today's racists are throwing that at him.Only today's racists are throwing that at him.,1,1,17
Justin Trudeau,@JustinTrudeau,2020-06-01T23:46:08.000Z,"On our call earlier today, President 
@DrGiammattei
 and I talked about the steps we're taking to protect people from COVID-19. We also touched on the work our two countries - and the international community - must do together to recover from this pandemic.Prime Minister Justin Trudeau speaks with President Alejandro Giammattei of Guatemala
Prime Minister Trudeau and President Giammattei spoke about actions being taken in Canada and Guatemala to protect the health, safety, and economic well-being of their citizens, especially the most...
pm.gc.ca",105,89,500
’°÷Ö ”Ñ…õ π≥ wearing a 'ing mask.,@WorkerThirteen,2020-06-01T23:50:59.000Z,"Mr. Prime Minister, after seeing yet another atrocious display from the US president I am grateful for your leadership and willingness to adapt as you listen to Canadians.

Canada isn't perfect, but it's working on it.",1,2,9
Suzanne W-,@TwitZanne,2020-06-01T19:50:36.000Z,"Because 
@JustinTrudeau
 is an actual world leader and not president of the frat.Because 
@JustinTrudeau
 is an actual world leader and not president of the frat.",,1,12
blue lives dont exist,@xmuovax,2020-06-01T21:13:32.000Z,"We are done dying in vein 
@JustinTrudeau
  #blmcanada #saytheirnames #justiceforregis",2,12,13
Athena,@tinsbabe,2020-06-01T23:16:38.000Z,"Dear 
@JustinTrudeau
 

Please keep the border closed until this lunatic is gone.  

Sincerely

Terrified Canadians ",,2,18
"Sooner we all mask up, the sooner no one has to.",@PTA3000,2020-06-01T22:03:33.000Z,"You people just keep furiously masturbating to the idea that Trudeau is racist because he did some dumb stuff decades ago that he copped to and apologized for. Go easy. You will leave scar tissue, and then you will have a gross, scarred wang AND no one will take you seriously.You people just keep furiously masturbating to the idea that Trudeau is racist because he did some dumb stuff decades ago that he copped to and apologized for. Go easy. You will leave scar tissue, and then you will have a gross, scarred wang AND no one will take you seriously.",1,7,27
Patty Hajdu,@PattyHajdu,2020-06-01T15:30:43.000Z,The conversation we're having about anti-Black racism is difficult but important. It's a conversation we need to have. We must call out hate and injustice when we see it.,765,296,898
John,@Downtown476,2020-06-01T19:47:40.000Z,"Watch the rich white liberal donors laugh and applaud when 
@JustinTrudeau
 thanked a female aboriginal protester for her donation as his henchmen manhandled her out the door. I will take no lessons from the Libs on racismThe following media includes potentially sensitive content. Change settings
View",5,78,180
Althia Raj,@althiaraj,2020-05-29T15:08:43.000Z,".
@JustinTrudeau
 wants to comment on the ""horror"" that is going on in the U.S. ""Anti-Black racism, and racism is real, in the U.S. and in Canada,"" he says. Canada has work to do too, he says, we need to stand together.",502,267,898
Mike,@Midnightrider98,2020-06-01T23:20:01.000Z,"There goes that we 
 again. Just like WE all had to take a lesson from his groping. I don't know about anyone else but I've NEVER worn blackface and never Groped any one EVER. He obviously was never taught respect !",1,3,8
Noreen Colbert,@spiritofanu,2020-06-01T17:16:37.000Z,The real tragedy is this PM gets no break from the relentless media - who are out to crucify him - not report factually.The real tragedy is this PM gets no break from the relentless media - who are out to crucify him - not report factually.,3,6,63
Chistina Anne,@LACGFY,2020-06-01T20:04:29.000Z,MSM is desperate. To ask about blackface during this sensitive time reflects on the lack of professionalism of the reporter.  Sorry I missed it but let us find out the reporter's name so we can all properly respond to them directly.  Thank you.,,1,5
pebbleone,@EQVILIBRIS,2020-06-01T23:16:19.000Z,"@JustinTrudeau
We like what we've seen from you during the COVID19 Outbreak Mr. Prime Minister ...the thought had crossed my mind, too.Quote Tweet
Darius's Dad
@dad_darius
 ∑ Jun 1, 2020
Dear Citizens of Canada, 
 Would you, could you, possibly find it in your hearts to consider loaning our country the leadership of Prime Minister Justin Trudeau until the evening of Tuesday, November 3, 2020. We'll happily return him to you fully intact thereafter.

Love,
America twitter.com/thehill/status¶",2,3,8
"Merlin
(Wear A Mask)",@MerlinofCanada,2020-06-01T19:57:19.000Z,This is not the banks fault this penalty has been in every mortgage for the last 40 years. This was a dumb Realtor in over her head she.This is not the banks fault this penalty has been in every mortgage for the last 40 years. This was a dumb Realtor in over her head she.,2,2,3
