PostDate,TweetText
2019-03-04, Classic denial.....
2019-03-04, I do industrial work and alot of the regulations just stopped jobs in there tracks . And  my income was cut by almost half.
2019-03-04, So how come you're allowed to have a negative view of Obama but if I don't like Trump I must have a "bad" life? Maybe I have very legitimate concerns about what he is doing to me and things that affect my life. and the country as a whole. Why is that not allowed?
2019-03-04, Robert Levinson's imprisoned by the Iranian Revolutionary Guard Corps. He's been detained 12yrs & is the longest held hostage in US history.It appears the FBI derailed his release. Who are the past political players they're protecting?Simple Analysis: https://linkedin.com/pulse/robert-levinson-iranian-foreign-influence-campaigns-us-bob-kent/ Quote Tweeti24NEWS English@i24NEWS_EN · Dec 11 2018EXCLUSIVE: former FBI agent Robert Levinson is alive in Iranian captivity yet the US government is blocking efforts to release him ret. Air Force Captain Bob Kent tells @MichelleMakori:2:1734.1K views
2019-03-04, @realDonaldTrump why is FBI derailing his rescue??
2019-03-04, You seem a little collusional Conald. You might want to take a nap or grab your binky.TrumpRussiaConspiracy
2019-03-04, @realDonaldTrump You have my vote and support President Trump. TrumpStrong KeepFighting 45 TrumpPence2020 MAGA AmericaFirst DrainTheSwamp @WhiteHouse @DanScavino @seanhannity @720LasVegas @JohnTRourke @foxandfriends @DiamondandSilk BreakingNews RT Follow
2019-03-03, I completely agree with Kevin McCarthy.                                                                                                                  While @realDonaldTrump was in Vietnam Democrats were making bogus attacks back in DC.
2019-03-04, Of course you do @GOPChairwoman . You are a Stepford Wife without the brain module!
2019-03-04, Robert Levinson's imprisoned by the Iranian Revolutionary Guard Corps. He's been detained 12yrs & is the longest held hostage in US history.It appears the FBI derailed his release. Who are the past political players they're protecting?Simple Analysis: https://linkedin.com/pulse/robert-levinson-iranian-foreign-influence-campaigns-us-bob-kent/ Quote Tweeti24NEWS English@i24NEWS_EN · Dec 11 2018EXCLUSIVE: former FBI agent Robert Levinson is alive in Iranian captivity yet the US government is blocking efforts to release him ret. Air Force Captain Bob Kent tells @MichelleMakori:34.1K views0:03 / 2:192:1534.1K views
2019-03-05, Presidential harassment as defined by @realDonaldTrump They are picking on me followed by the tired "I've done more blah blah blah Idle threat blah blah blah.IspilledWhineOnMyself
2019-03-05, Looks like the sexist deplorable morons will need a new woman to obsessively attack during the 2020 election cycle. Who will it be?
2019-03-05, All of the above. They're scared of all of them. They'll keep attacking AOC & she's not even running. The question is how many Americans are dumb enough to buy it?
2019-03-05, you should send a secret@note since you crush on her so much!
2019-03-05, Awesome!  I'm so excited!!
2019-03-05, And that the Mueller investigation is not a witch hunt!
2019-03-05, You have to poll more than just your family
2019-03-05, Drug prices are lower!? when did this happen?
2019-03-05, Well that went well then.Quote TweetAndrea Mitchell@mitchellreports · Mar 5 2019.@NBCNews exclusive: North Korea started rebuilding a banned long range missile site 48 hours after the Hanoi summit collapsed @NBCNightlyNews
2019-03-05, Mr. "The Art of the Deal" @realDonaldTrump has negotiated his way into ZERO oversight of N. Korea's nuclear program.  Now they are scrambling to generate long-range (U.S. Reaching) missles...KNOWING the Next President will NOT be a TOTAL moron.
2019-03-05, Some pills are red some pills are blue Scott we won't miss you!
2019-03-05, Your source? The 93% at Fox News? Or is that just 93% of Hannity? Or maybe 40% Pirro 53% Hannity? No wait! That's 30% each of the folks on that AM Sofa Of Journalism  + 3% FLOTUS!  Hey did you know Teddy Roosevelt read a book a day? That was his executive time. 
2019-03-05, The Be Best Dressed initiative? She needs to work on that
2019-03-05, No you've be obstructing justice since day one of your administration.  You're a life long criminal who's built his empire on fraud n corruption n now you're being held to accountable for it. Welcome to the real world you are not above the law no matter what you think.
2019-03-05, yes... and I for one am tired of being harassed by the President!!!
2019-03-05, 93% of 39% like you. Good luck with that.1termprez
2019-03-05, Let not your heart be troubled President Trump - there are dozens of Democrat loons crackpots and degenerates chomping at the bit to take her place - and be your debate punching bag in 2020!Great news is 4 more years of great Trump leaders is all but guaranteed!MAGA
2019-03-05, No sir he going to a cell.
2019-03-05, Great tweet. How's that debt doing??
2019-03-05, Lolzzzzzzzzzzzzz TY @POTUS for that laugh! Luv ya'! MAGAKAG2020SupportPOTUSSupportTrump
2019-03-05, Hey John Barron a/k/a @realDonaldTrump A&E plays those tapes of you pretending to be ole Johnny Barron. You know who the biggest leaker in the WH is..? Look in the mirror John. You've always been a shyster and always will. Resign immediately you fraud.
2019-03-05, This is NOT a time to be political. When a medical advancement is made it's time to celebrate it and not turn it into a time to separate ourselves over into our little duopolistic factions and grab our pitchforks. As a Libertarian that shit drives me nuts as is. Us vs Them.
2019-03-05, Credit does go to UK. Not USA.
2019-03-05, Bernie Sanders not smart the DNC will give him the rub out again they're only keeping Bernie around for the socialism Act if he starts gaining ground the DNC will clipping like they did last time
2019-03-05, How ironic !You call Hillary crooked...And you're the one going to prison.Precious 
2019-03-04, Phony constitutionalist Rand Paul.  Pathetic.Rand Paul pledges to vote to block emergency declaration forcing Trump vetoHe joins three other Republican senators giving the Senate the majority to pass the resolution.axios.com
2019-03-05, @WhiteHouse @foxandfriends @realDonaldTrump @LouDobbs  @seanhannity @JudgeJeanine SEN. RAND PAUL IS LOOKING WEIRD MORE LIKE MAD SCIENTIST!  Wow what's he been smoking?...even extolling the virtues of TRUMP BASHING  KOCH BROTHERS! 
2019-03-05, We know how much Trump respects veterans.Donald Trump Wanted Vets Kicked Off Fifth Avenue 
2019-03-05, WH: Advisers recommend that Trump veto HR 1 "For the People Act."  The sweeping bill introduced by Democrats would make election day a federal holiday and crack down on efforts to prevent voters from casting ballots.
2019-03-05, @GOP @realDonaldTrump @senatemajldr If you have to cheat to win YOU DID NOT WIN!
2019-03-05, My old friend this is so picayune. Hilariously petty. @realDonaldTrump presides over $4T budget he colluded with Pooty Mueller report due and we are to be outraged by a $17MM insurance claim from 14 years ago? This all you got?  @timobrien @MattMillerCubed @paulbcarrollQuote TweetTim O'Brien@TimOBrien · Mar 5 2019Trump took $17 million in insurance for hurricane damage to Mar-a-Lago in 2005 that few remember. The @AP looked into it in 2016 and found little evidence of damage. Trump couldn't say how much he spent on repairs; acknowledged pocketing some of the money https://apnews.com/f4df8c9beb17404484ee539dd4a8f087 
2019-03-05, you've become more than a little jaded if you don't care about a private businessman perhaps orchestrating a $17m insurance fraud -- especially given that he brings his business ethics into the oval office where he controls that $4t budget.
2019-03-05, We know how much Trump respects veterans.Donald Trump Says He Doesn't Support the GI Bill 
2019-03-05, sounds great!
2019-03-05, How old are you?
2019-03-05, Obstruction of justice is pretty on brand and could not possibly backfire in any way. Genius!
2019-03-05, No Justice it's Abuse of Power. In this Country we do not just search for Crimes in someone's background to charge them with without any evidence a crime was committed.
2019-03-05, Only those with something to hide fear full thorough public investigations & fact finding & we all know even MAGAts that @realDonaldTrump has a lot to hide as do @DonaldJTrumpJr @EricTrump & @IvankaTrump otherwise they'd be cooperating maga Collusion
2019-03-06, Hillary did 11 hours calmly without a break. DJT couldn't live up to that and he knows it.
2019-03-06, So since when is someone charged with a crime before an investigation?  
2019-03-05, Jim Jordan: No evidence of Trump colluding with Russia but 'all kinds' showing Clinton campaign didDonald Trumpwashingtonexaminer.com
2019-03-06, Gym Jordan isn't the most credible source of other people's crimes.
2019-03-06, This tweet is suspiciously lacking in randomly capitalized words...
2019-03-06, Nah  not that desperate. Plus MichaelCohen brought receipts. You're screwed you crooked traitor. You're also demented. Resign.
2019-03-06, all you had to do Mr. President is charge them with treason... election fraud is a felony all by itself.
2019-03-06, After 2 years of a @realDonaldTrump Presidency what have we witnessed?A billionaire that has risked his life fortune & family to fight in the best interests of the U.S!Question is will his supporters fight to the death for this country?!My guess!  We coming very close!GIF
2019-03-06, Like I said looks just like the boys from Brazil.
2019-03-06, Watching your descent into madness has been the best part of my 2019
2019-03-06, Aww! Donald and his buddies don't understand how investigations work. How adorable!
2019-03-06, Best president ever!
2019-03-06, President @realDonaldTrump should be embarrassed & ashamed he has so far refused to recognize women athletes at the top of their gameI suggest he take the opportunity of WomensHistoryMonth to right this wrong & celebrate these strong accomplished women Where are the women's teams?': Trump ignores women's champions in White House sports ceremoniesThe president lavished attention on a lower-level men's college football team in the East Room.washingtonpost.com
2019-03-06, And maybe serve them a proper meal!
2019-03-06, Keep welcoming them. We love it over here on the right. @realDonaldTrump reelection is all but a lock.
2019-03-06, .@realDonaldTrump the State of Alaska will not be suing your administration for no longer funding Planned Parenthood. Like you I believe we can better use that money elsewhere.
2019-03-06, You are an awful person. I'm using my words as opposed to calling you what you deserve.
2019-03-06, The strategy has to be making the impeachment hearings so damning that the Senate will have no choice but to convict.
2019-03-06, From the guy who spells like a 6th grader too. Luckily for you that is not an impeachable offense
2019-03-06, Robert Mueller's investigation is wrapping up & Democrats have been left holding little more than two years of election denial.  Months of mental masturbation about the Russia hoax have morphed into pornstars & financial conspiracies. It's time for them to accept the loss.  MAGA
2019-03-06, LOL. Sure Individual 1. Sure.
2019-03-06, If you need an accuser happy to oblige!
2019-03-06, Maybe Tim Apple can help?
2019-03-06, And his little dog too *cackles*
2019-03-06, Actually you have been accused of committing crimes.
2019-03-06, By his own Justice Department no less!
2019-03-06, It's hard to think of a crime you haven't committed.
2019-03-06, Its a shame the POTUS didn't take a stronger stance against anti-semitism following the march in Charlottesville when Neo-Nazis chanted "Jews will not replace us."
2019-03-06, Current: Partly cloudy with scattered tweets; 61% chance Donald Trump wrote this himself.This is tweet number 826 mentioning the Democrats from Donald Trump -- 666 since inauguration.
2019-03-06, Thank you for your ads Mr. Steyer.  We could use a few buys in Florida!
2019-03-06, This is what happens when you have no oversight of the most corrupt POTUS ever
2019-03-06, My dream is to meet @realDonaldTrump. And even if I never do I'm still going to spend the next 2 years helping to reelect him. I want him to know how thankful we are for him.
2019-03-06, All you needed to do was ask our amazing @POTUS!  The clock has begun. It won't be long now Scott!
2019-03-06, Ok individual 1
2019-03-06, Imagine that none of this would happen if you were just honest and didn't cheat. What an idea.
2019-03-06, .@realDonaldTrump  Congressman Chris Stewart: No una is accusing da Big Boss of a crime un yet deysa (da Democrats) are issuing hundreds of subpoenas. Thissen is unprecedented.  Deysa desperately trying to find anyting deysa can even a punctuation mistake in a document!
2019-03-06, He admits to spelling errors!
2019-03-07, "Nobody should underestimate how much Paul Manafort did to really help out [@realDonaldTrump's] campaign to where it is right now."~@newtgingrich to @seanhannityGingrich "Nobody should underestimate how much Paul Manafort did to...Gingrich to Hannity Nobody should underestimate how much Paul Manafort did to really help Trump.Hannity Tweets the same https://twitter.com/seanhannity/stat...youtube.com
2019-03-07, Build that wall! Thank you! God bless you!
2019-03-07, BREAKING: @realDonaldTrump's former campaign chairman Paul Manafort sentenced to 47 months prison in federal court in Virginia. Manafort worked for Putin's puppet in Ukraine before working for Putin's puppet in the US.
2019-03-07, Amazing how many crickets there are on the left when a Democrat is endorsed by the likes of David Duke. They were chirping when he endorsed @realDonaldTrump
2019-03-07, I thought MSNBC was fake news? You're so dumb and so transparent. So the only news that's true is the coverage that seemingly benefits you? All of this "enemy of the people" stuff - which people take seriously and which has caused violence already - is just about your insecurity?
2019-03-07, IFixedIt Breaking News @MSNBC: Trump's lawyer contradicts Trump's statements about almost everything. 
2019-03-07, . @DWStweets told @realDonaldTrump's drug czar that 90% of drugs enter the US  through lawful points of entry.Carroll responds: "Ma'am 90 percent of the drugs that are captured   it's not 90 percent of the flow"Trump's drug czar battles Wasserman Schultz on the border: 'A wall will actually cut it'The nation's top narcotics control official told Congress Thursday that the nearly 1800 pounds of fentanyl seized at the southern U.S. border since 2017 is one reason why President Trump's border...washingtonexaminer.com
2019-03-07, We know that a lot of the drugs coming into this Country. Is coming from the State of Israel. You won't hear much about that in the Media but thats where its coming from.
2019-03-07, Numbers matter.Context matters.It's easy to manipulate numbers into fake news
2019-03-07, soooo...These 23 Rs voted No: Biggs-AZBrooks-ALBuck -COBudd -NCBurgess-YXCheney-WYGOP Conf ChairCollins-NYConaway-TXCrawford-ARDuncan-SCGohmert-TXGosar-AZGraves-GAKing-NYLaMalfa-CAMassie-KYPalazzo-MARogers-ALRoy-TXSteube-FLWalker-NCYoho-FLZeldin-NY
2019-03-07, He discussed a pardon with his lawyers but never seeked contact with you or your lawyers to get a pardon! Even if you both lied:  50% of the people believe Cohen; only 35% believes you
2019-03-07, On the emergency declaration for the border I'm with President ⁦@realDonaldTrump⁩. He has the legal authority from Congress to declare this emergency and there should be no doubt the crisis at the border is an emergency situation
2019-03-07, Thanks for signing off on this.  I'll expect to see your full support of President Sanders declaring climate change a national emergency when he takes power in 2021.
2019-03-07, So how much money did @realDonaldTrump pay the judge in the ManafortSentencing in taxpayer dollars? Hey Manafort just remember if FatNixon pardons you  NYS is coming for that ass. ThursdayThoughts
2019-03-07, Could you be more petty or juvenile?
2019-03-07, I am glad to see you are finally getting your news from @MSNBC a reliable source!
2019-03-07, Key Words "90 percent of the drugs that are captured"
2019-03-07, Welcoming to MSNBC. You'll love it.
2019-03-07, Published on http://spectator.us in the last 24 hours:Toby Young and 8 others
2019-03-07, Exactly how bad are @realDonaldTrump's grades wonders @JacobHeilbrunn?Just how bad are Donald Trump's grades? - The SpectatorHis self-presentation as gleaming with native intelligence may well have been based on a hoax. Will his grades see the light of day?spectator.us
2019-03-07, Also on MSNBC!
2019-03-07, .@DavidCornDC I am betting we find out that the JudgeEllis was pressed by @realDonaldTrump this is bad stuff
2019-03-07, Trump Can and Should Be Indicted  - @LindseyGrahamSC @DonaldJTrumpJr @HouseGOP @realDonaldTrump @GOP @SenateGOP @RepMattGaetz @senatemajldr @SenShelby @johnthune  https://truthout.org/articles/trump-can-and-should-be-indicted/   ***
2019-03-07, Statue of Liberty has always stood for freedom. Trump is trying to change what America stands for while excluding banning & even a wall to keep a certain race out!? TRUMPS AGENDA HAS ALWAYS BEEN RACISM CREATING FAKE CRISIS & FALSE STATISTICS OF HISPANIC CRIMES IN U.S (45)Quote TweetNanette D. Barragán@RepBarragan · Mar 6 2019Each and everyday asylum seekers are outright and illegally denied entry into our country despite what U.S. immigration law says. @SecNielsen and the Trump administration will and must be held accountable.
2019-03-07, I was so impressed with @RepBarragan yesterday! She really let @SecNielsen have it. She deserved every bit of it. This administration is the worst. The minute I heard the words come out of @realDonaldTrump's mouth during his candidacy I knew he would be Hitler 2.0
2019-03-07, Hate crime alert. Swastikas were spray painted all over Asphalt Green (my gym) pool walls and fixtures in Manhattan. I blame @realDonaldTrump for his presidency of hate bullying anger and division.
2019-03-07, Source?
2019-03-07, exactly... too convenient to be believed.
2019-03-07, Breaking News:  Donald Trump is A Liar. 
2019-03-07, I think you'll be startled to learn how much a majority of the country will welcome hearing from you less
2019-03-07, If that is the case I stand corrected. Thanks for that clarification. But I believe we can all agree that it wasn't a rabbi from Brooklyn as tweeted by @Tzedek_Assoc and retweeted by @themishpacha
2019-03-07, @Tzedek_Assoc Moshe Margareten was the first person involved in the federal prison reform effort. Started way back in 2009 when it was just an idea. He's the only person who was involved from idea to the bill being signed into law. That's the truth.
2019-03-07, These are the folks that get 1 year probation.  If I were the Prosecutors I would appeal to a higher court.  This judge always had a soft heart for Manafort.  I hope there is no connection to @realDonaldTrump with judge
2019-03-07, found @realDonaldTrump burner acctQuote TweetJAL@JOSHALLENLOVER · Mar 7 2019Ketchup on your well done steak is the best
2019-03-07, What??? People of P.R. are going to spend $3million $$!to buy 2000 rape kits ??? C'mon!! @realDonaldTrump @repdonQuote TweetDavid Begnaud@DavidBegnaud · Mar 7 2019BREAKING EXCLUSIVE: The Financial Oversight & Management Board for Puerto Rico is notifying the Governor that it's approved his request to reallocate 3 million dollars to be used to process 2000+ rape kits for victims who've long waited for justice. Here's more from @njaresko:Show this thread
2019-03-07, @realDonaldTrump is an IDIOTHere Are his first semester grades at Fordham University WHOA
2019-03-07, A presidential pardon for what exactly? Do tell you GODDAMN MORON.
2019-03-07, Different culture my big fat ass!  She was elected to represent "AMERICANS" of all cultures.  Stop the hate.  If you can't over your evil muslim upbringing then resign.
2019-03-07, I like to think of my legs as being winterized
2019-03-07, I wear pants in winter Bush Hog the legs in spring!
2019-03-07, Logic is not your friend.
2019-03-07, You too 
2019-03-07, Pro tip: next time don't be such an arrogant arsenal and try debating the issue rationally without resorting to personal attacks.Maybe people will respect you more.
2019-03-08, It's soo True it's high payed fabricated story to do WitchHunt our Lord @realDonaldTrump and to impeach his presidency.Now the time came to take legal action against the propaganda team and it's heads @HillaryClinton & @BarackObamaLockThemAllUp
2019-03-08, Radical Dimms embarrass themselves:  Debate over anti-Semitism charges exposes divide in Democratic Party. http://news.trust.org/item/20190307212317-7g2o3/  MAGA AmericaFirst DobbsDebate over anti-Semitism charges exposes divide in U.S. Democratic PartyUSA-CONGRESS/ANTISEMITISM (PIX):Debate over anti-Semitism charges exposes divide in U.S. Democratic Partynews.trust.org
2019-03-08, Nope. Nobody - NOBODY - on the left is debating  that anti-semitism is foul. So is all hate & bias based on ethnicity or religion. Everybody agrees with that.Except maybe those 23 GOPers who couldn't bring themselves to vote for a resolution condemning ALL hate. Lol.
2019-03-08, President Trump and First Lady Melania Trump view memorial crosses for the 23 people killed in the Alabama tornadoes.0:571.6M viewsFrom NBC News
2019-03-08, Dear Trump'sters...note that your pathologically-lying Dear Leader just retweeted MSNBC. So much for  fake news enemy of the people'...
2019-03-08, @SteveHiltonx @SaraCarterDC @RepAndyBiggsAZ @RepLeeZeldin @realDonaldTrump @foxnation @replouiegohmert @EricTrump @FoxNews @SteveScalise (Enough Of Fake Republicians. Resign Now if you are Kissing Pelosi  s .
2019-03-08, Throwing paper towels in Puerto Rico was a level of stupidity that we've rarely seen. Signing Bibles as if you were an author at a book signing was a level of arrogance and stupidity that makes throwing paper towels seem less offensive in comparison.
2019-03-08, Her and the Kardashian's should get together
2019-03-08, You signed Bibles?What the hell is wrong with you?
2019-03-08, I'm an atheist. And I think that's wrong!
2019-03-08, Nice to see the human side from the business man
2019-03-08, BEST PRESIDENT EVER !!!!!
2019-03-08, Happy International Womens Day Katie!  . Love our President Trump 
2019-03-08, Happy Womens day and love my president Trump in the same sentence. That's.... interesting
2019-03-08, You go girl!!!
2019-03-08, You should be around 8 of us + my siblings & their families.  it's nuts.
2019-03-08, Thank you President Trump for waving that "magic wand" Obama said was impossible for us again!  Jobs and economy just look better and better! Trump2020
2019-03-08, What's your PhD in? Idicoracy?
2019-03-08, Liar and cheat too. It is the latter that concerns me about this development.
2019-03-08, Not to change the subject Quote TweetJerry Iannelli@jerryiannelli · Mar 8 2019Ahahahahaha guess who else posed with the Florida massage-parlor womanShow this thread
2019-03-08, Except you. You fix air conditioning. How's Carrier getting on?
2019-03-07, Victor Davis Hanson is on next. His new book the Case for Trump is out now!The Case for TrumpThe Case for Trumpamazon.com
2019-03-08, My book Trump Corrected is better. Trump Corrected offers a view of how history will regard Donald Trump which is not kindly.Trump Corrected: A Counter-Quotation BookTrump Corrected: A Counter-Quotation Bookamazon.com
2019-03-08, That pos community agitator set this country on a collision course that we'll be dealing with for generations to come.
2019-03-08, You idiot. All that is bad news for consumers and manufacturers here in the US. JHC. You still don't get how tariffs work.
2019-03-08, So... that only time and then two other times. God you're an idiot.
2019-03-08, And Libtards tell us WALLS don't work! Watch this car plow right into the guardrail near Auburn AL when @POTUS @RealDonaldTrump motorcade came through earlier today! BuildTheWall tcot http://wsfa.com/2019/03/08/video-shows-crash-near-president-trumps-motorcade/ 
2019-03-08, Also my brother in law and father in law just as a fun fact
2019-03-08, Not to mention the fact that Trump paid for abortions when he cheated on his wife with all these women. What kind of president goes to war against women's reproductive freedom after doing such a thing? Probably the same type who attacks immigrants yet hires undocumented workers.
2019-03-08, He also wanted Maria Maples to abort Tiffany. Google it.
2019-03-08, Just another set of lies by @POTUS @realdonaldtrump. Mr. President...let me remind you that today is InternationalWomensDay. You may want use today to apologize for your own lies and DirtyDeeds to women like Karen McDougal and Stephanie Clifford.
2019-03-08, Or maybe IvanaTrump MarlaMaples         @FLOTUS
2019-03-08, It's funny that you think the MORE you tweet the LESS guilty people will think you are.It doesn't work that way Comrade Spanky Pants.Your desperation is as thick as the list of Cindy Yang clients.
2019-03-08, DONT LET MADAM LI USE THR ICY HOT -SHE LAUGHS AS SHE DOESTHEN SHE WILL ORDER KFC FAMILY BUCKET EXTRA CRISPYGREAT WAY TO SPEND 30 MINS
2019-03-08, Tell @realDonaldTrump to call off his war on wolves. Sign the petition and stand with us against Trump's plan to remove protections for nearly every wolf in the lower 48:Tell Trump to Call Off His War on WolvesSign the petition and stand with us against Trump's plan to remove protections for nearly every wolf in the lower 48.act.biologicaldiversity.org
2019-03-08, None of those are failures.  Some of those are wins!  Climate Change for instance is a made-up problem.  Climats change all the time.
2019-03-08, Please don't breed
2019-03-08, You've expressed it. If you think you have evidence you continue to ask the government to investigate. But we all know that. Two years into the investigation it has concluded that Trump is innocent. There's no point in talking to each other.
2019-03-08, Happy InternationalWomensDay2019
2019-03-08, Thank you Melania
2019-03-10, Wanna bet? Resist Remove 
2019-03-10, Every Trump accusation is a confession.
2019-03-10, How the hell was this started illegally ? People have been charged. People are in jail. If it was illegal then all charges would have been dropped. I hope this is a point that your base takes note of.
2019-03-10, WHO THE FUCK IS GRAHAM LEDGER
2019-03-10, Just another coconspirator that is looking for brownie points from Trump. Trump is always carrying around a basket of tirds just not everyone is compelled to take one lolTrumpFailures
2019-03-10, I wonder if dirty cop Mueller will ever step up to the podium in a nationally televised presser and finally confess that the whole witch hunt was a waste of tax dollars fraud and came up with NOTHING against Trump!He'll probably send one of his henchmen to do it!
2019-03-10, Mueller was an American hero before this investigation and will be long after this trash is out of the WH.
2019-03-10, Treason by terrorist..get her outyour democrat party bud..cair/Hamas @realDonaldTrump
2019-03-10, Rep. Schiff I'm a big supporter of yours but I think it's naive to believe that if @realDonaldTrump were forced to testify he would suddenly start telling the truth. Trump and "truth" simply do not go together.
2019-03-10, Can we give a big Amen! to this tweet?
2019-03-10, Andrew McCabe is a disgrace.He leaked classified information and lied to investigators on 4 occasions including 3 under oath.His bias against @realDonaldTrump couldn't be more obvious.Why is anyone even letting him on TV anymore?
2019-03-10, If it's based in facts it doesn't count as 'bias'.
2019-03-10, JUST IN: Over 2000 migrants quarantined in US detention centers due to mumps outbreak: report http://hill.cm/KO2bbQG
2019-03-10, Democrats are willingly infecting Americans.StopALLImmigration now @realDonaldTrump .It's in your power.
2019-03-10, Great. Now what do we need to change to cause more of those jobs to actually pay living wages? I know people with master's degrees who need to work two jobs to survive. Health care costs and housing prices are often two big reasons.
2019-03-10, The heartfelt agony/outrage continue over lenient sentence PaulManafort received especially as compared to indigent criminal defendants. Agonizers miss judge's not so subtle message: Manafort would not even have been prosecuted if it wasn't for hunger to nail @realDonaldTrump.
2019-03-10, I agree why didn't Al Sharpton see any jail time?
2019-03-10, Thank you so much @DilaraEsengil!!! I'm always so honored when you include me on a shout and I'm extremely grateful!! Following all and Rt'd. Please pass along and retweet! Thanks! MAGA 
2019-03-10, Cheating on his wives was right?
2019-03-10, New data from the Commerce department shows that real GDP grew by 3.1% from the 4th quarter of 2017 to the 4th quarter of 2018 ⁦@GOP⁩. It's clear: @realDonaldTrump's pro-growth policies are working! Tax Reform Unleashed the U.S. Economy - WSJOpinion | Tax Reform Unleashed the U.S. EconomyThe surge in private investment has brought big returns for households as well as the government.wsj.com
2019-03-10, NEW POLLDid President Trump committ crimes before he was president?ALL  Yes 64%  No 24%
2019-03-10, We need term limits!!!
2019-03-10, Amen
2019-03-10, Love the smell of fear in a POS potus
2019-03-10, It won't matter if Mueller finds no collusion. Then Mueller becomes the enemy of the left and they move on to AOC and her distorted version of the world.
2019-03-10, They're already pontificating on the MSM that the Mueller investigation wasn't thorough or he failed to do his job. @TheDemocrats are obviously hypocrites & backstabbers who only care about overthrowing @realDonaldTrump by using unlawful & seditious tactics to destroy America.
2019-03-10, MAGA Cruise Party @realDonaldTrump @dcalrider   @angel_star39 @Biker_Dad2 @Carolde @geekythoughts4u @youlivethrice @KarenMonsour12 @American_Cori@blanken01@DFBHarvard@Rightwingmadman@LynwoodTalks@Dvscott81Scott@robyns323 @heyk1967 @LadyRedWave @Ohio_Buckeye_US
2019-03-10, He's baaaaaaaaaaaack!
2019-03-10, Grand Old Pedophiles
2019-03-10, You're funny...you know they made a lot of money off this investigation thanks to one of the witches named Paul. No taxpayers have paid for it. Go back to bailing Jacob out!
2019-03-10, Roger Waters Socialists Say No to Bernie and AOC's Positions on Venezuelahttps://mintpressnews.com/roger-waters-bernie-sanders-aoc-venezuela/255530/ 
2019-03-10, You'll like to watch this I think @AnaAnathelion the voices not heard in the mainstream media.Quote TweetMax Blumenthal@MaxBlumenthal · Feb 17 2019En vivo en Caracas con @OrlenysOV @BenjaminNorton @anyaparampil y @Marco_Teruggi  https://pscp.tv/w/bznKcDE4MzI4NDd8MVprS3prcnpha1dHdlAHYqICKWD97Fu0wnW35myjUG2zdNI3r4LIjoAztXra 
2019-03-10, Really. Then it's awfully coincidental that so many close to prez have pled guilty and will serve jail time. Go ahead. Explain. I'll wait.
2019-03-10, Did you shred all the evidence?If you did nothing wrong testify in front of Congress and let Mueller release his report.It would be really awkward if Mueller says you're innocent with all the times you've tried to discredit him.
2019-03-10, She sire likes to dish it out but she can't take it. I hope that got her thinking about how stupid & hateful she appears to be.
2019-03-11, You know as well as we do the Republican Senate is too complicit to do their constitutional duties. Impeachment just lets him run as a victim of Democrats unless over 20 Republican Senators will do their job. That will take evidence that they cannot ignore.
2019-03-11, Face it. Our current president is at best unqualified.
2019-03-11, The lack of a border wall allowed a boat  load of cocaine to come in . Oh wait ; no it actually came in by way of the Atlantic . My mistake
2019-03-11, Cindy Yang sold access to @realDonaldTrump and top Republicans giving Chinese intelligence easy access to the TrumpCrimeFamily Rick Scott and Gov DeSantis. CNN now reporting that Yang appears to have funneled illegal Chinese donations to Trump campaign and @GOP. PayToPlay
2019-03-11, I agree though I think @realDonaldTrump was the one to pave the way. He taught conservatives that just because the mob wants you to take the loss doesn't mean you have to. He showed conservatives how to fight and win for the first time in a long time.Quote Tweetthebradfordfile@thebradfordfile · Mar 11 2019Tucker Carlson's refusal to capitulate to the Leftist outrage mob is a watershed moment for conservatives.It's beautiful to witness.
2019-03-11, TraitorTot your Daddy is the ultimate "mob boss" and leads his Cult45 mob like a boss.
2019-03-11, Then what happened?
2019-03-11, Sorry Diane. that's Q just blowing smoke up everybody's butt. unfortunately nothing ever happens the Democrats the corrupt FBI or DOJ
2019-03-11, Hussie er I mean Jussie Smollet.   Its happening to him.   And he is very well connected to the Democrat sphere.   You can be a doubting thomas if you want but this is an avalanche of stuff coming out nothing can stop it now.  And as more and more people wake to it...
2019-03-11, OHhhh... That's what happened! Ok I just thought you misspoke and said "Tim Apple" as an innocent slip. It happens all the time. I hear people misspeaking your name all the time with words FAR less flattering than "Apple". But you were just saving time & words. Right.
2019-03-11, The only problem is if others reply to an old reply and don't remove them.
2019-03-11, You lied about this on the campaign trail TrumpLies
2019-03-11, How is changing a name from 2 syllables to 3 syllables saving time? Say it with me Donny and clap along to help you. Tim-cook okay that's 2 syllables. Now say over here Donny right here buddy..okay now say Tim-Ap-ple very good that's 3 syllables. See how it takes longer? 
2019-03-11, I think we need to let @realDonaldTrump he's notworthit he will go down as the worst US President in history. I bet @Disney will remove him from the hall of presidents. There will be a blank space in future history books
2019-03-11, We have video of you saying it Stable Genius. I'd ask if you could be any more of a fucking tool but I don't want you taking that as a challenge
2019-03-11, I look forward to his next Tweet about Jeff Amazon or Elon SpaceX.
2019-03-11, How long before @realDonaldTrump tweets to @SpeakerPelosi that he IS worth impeaching?
2019-03-11,  yeah right. Listen spinning this makes you look even more ridiculous than you are! Lighten up Donald; laugh occasionally and remember jokes don't have to be at someone else's expense. Such an insecure child are you 
