User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
MARK WICK,@MrJOHNWICK2,2019-09-01T23:52:07.000Z,"Follow me Please 
Ûæì¶ 
@MrJOHNWICK2
 Ûæì¶Follow me Please 
Ûæì¶ 
@MrJOHNWICK2
 Ûæì¶",,2,8
Anthony Scaramucci,@Scaramucci,2019-09-01T18:37:39.000Z,"Fellow Americans, 
@realDonaldTrump
 had 2 tweets since the Odessa shootings yesterday, not one addressing the senseless loss of 7 lives or the 21 injured. Where is 
@potus
 to address the good people of Texas and the families that had losses...",169,152,744
" çŒ±’¥…æŒµŒµŒ∑
2019",@MaureenJungblut,2019-09-01T23:58:55.000Z,He's taking calls Friday m the NRA to assure them,,1,2
mysteryzister,@mysteryzister,2019-09-01T23:58:24.000Z,"I can't wait to have a girlfriend that looks at me like 
@VP
 looks at 
@realDonaldTrump
.I can't wait to have a girlfriend that looks at me like 
@VP
 looks at 
@realDonaldTrump
.",3,1,5
Rachel Ohm,@rachel_ohm,2019-09-01T23:57:23.000Z,"Sanders calls 
@realDonaldTrump
 the ""most dangerous president in the history of this country"" and says his campaign has a goal to take on corruption and start a political revolution. Lots of people cheering.",1,5,7
Linda Asbury Lore,@LoreAsbury,2019-09-01T23:58:09.000Z,"Not in Florida they won't 
!
I think we have a Governor will not allow that!Not in Florida they won't 
!
I think we have a Governor will not allow that!",2,,
Jim Satala,@JimSatala,2019-09-01T23:50:05.000Z,"This is actually a violation of the Church's tax exempt status, the IRS should revoke their status for openly engaging in politicsThis is actually a violation of the Church's tax exempt status, the IRS should revoke their status for openly engaging in politics",2,,14
Mrs. J,@shannonjuliano,2019-09-01T23:58:18.000Z,"EXCELLENT point. 
@IRS
 @realDonaldTrump",,1,4
MamaSeedy- Antifa Princess,@mama_seedy,2019-09-01T23:51:18.000Z,"Your horrible show got cancelled, but 
@NBC
 lives on. Seems you weren't that important after all. Still aren't. You'll be forgotten, President Asterisk.Your horrible show got cancelled, but 
@NBC
 lives on. Seems you weren't that important after all. Still aren't. You'll be forgotten, President Asterisk.",,1,2
Anthony Scaramucci,@Scaramucci,2019-09-01T15:01:31.000Z,". 
@realdonaldtrump
- 
@DebraMessing
  has always been a class act. She treated you with respect when you were worthy of it.  Times have changed. You are no longer worthy of it. Stop harassing your fellow citizens with your childish bullying. https://twitter.com/realDonaldTrump/status/1168153045026463747¶This Tweet is unavailable.",1.6K,2.4K,14K
Bella Anima,@angela214,2019-09-01T23:54:08.000Z,"That's not what you thought of her let's say about a month ago
 's getting deep even twitter users will soon need boots ",,1,3
Robert Johnson,@Rob184rob,2019-09-01T18:10:59.000Z,"Interesting.

Trump is mainly just arrogant. Survey says: GOOD ANSWER. 

Oh, and I guess fairly evenly upbeat and conversely depressed, which sounds like a loose cannon.

And barely personable, which is spot on.Interesting.

Trump is mainly just arrogant. Survey says: GOOD ANSWER. 

Oh, and I guess fairly evenly upbeat and conversely depressed, which sounds like a loose cannon.

And barely personable, which is spot on.",1,,2
Michele Garron,@bassm67,2019-09-01T23:58:19.000Z,"As expected he's mostly below average! Lol we all know that 
@realDonaldTrump
 #LowIQ",,,2
hanna2017@ home,hanna2017@ home,2019-09-01T23:52:14.000Z,"Hes worse. He was just golfing just yesterday. 
 And he spends almost every weekend playing golfing. Are you crazy. He basically outpast Obama in almost 3 years.Hes worse. He was just golfing just yesterday. 
 And he spends almost every weekend playing golfing. Are you crazy. He basically outpast Obama in almost 3 years.",,,3
methodicjon,@methodicjon,2019-09-01T23:50:06.000Z,"Tony, been a while. Where's that answer? Since you are so confident he's going to be cleared should be really easy to answer.Tony, been a while. Where's that answer? Since you are so confident he's going to be cleared should be really easy to answer.",1,,20
Betsy Brantner Smith,@sgtbetsysmith,2019-09-01T23:59:01.000Z,"Good Lord Mooch, like 
@MichaelAvenatti
 are you now going to insert yourself in every Twitter trend involving 
@POTUS
??? Stop it.Good Lord Mooch, like 
@MichaelAvenatti
 are you now going to insert yourself in every Twitter trend involving 
@POTUS
??? Stop it.",1,,7
farge.,@farge__,2019-09-01T23:55:20.000Z,don't even @ em bro we just gonna let it slip on the TL and let her redeem herself laterdon't even @ em bro we just gonna let it slip on the TL and let her redeem herself later,1,,3
Joe D,@just_old_joe,2019-09-01T23:55:18.000Z,"I don't believe a man who ran a casino, where the house always wins, he somehow managed for the house to lose money.I don't believe a man who ran a casino, where the house always wins, he somehow managed for the house to lose money.",,1,1
Linda Dudek,@DudekLinda,2019-09-01T15:43:44.000Z,"Thank you, dear!Thank you, dear!",1,,3
RobynCherCrew,@Robyn_CherCrew,2019-09-01T23:56:14.000Z,"YW Just checking in briefly, today we said goodbye to Lambeau. As you know he's been sick. He did have about a week where we thought there was hope, he declined. Today we were informed he had a brain tumor and was having severe seizures. We made a decision to end his pain. ",6,,5
Cajsa is proud to be a Biden-Harris Democrat,@Cajsa,2019-09-01T23:51:04.000Z,"This tweet from 
@EricMcCormack
 is interesting in what it reveals about 
@RealDonaldTrump
. Rather than respond to McCormack, he targeted 
@DebraMessing
 who RT'ed it. He ignores the man who started, attacks the women who RTs. This is how a man who hates women behavesQuote Tweet
Eric McCormack
@EricMcCormack
 ∑ Aug 30, 2019
Hey, @THR, kindly report on everyone attending this event, so the rest of us can be clear about who we don't wanna work with. Thx. twitter.com/THR/status/116¶",3,9,27
Cajsa is proud to be a Biden-Harris Democrat,@Cajsa,2019-09-01T23:57:16.000Z,"Look what Messing wrote: ""Co-signed"" 
But she is who Trump targets, why? 

It's partly his being a serial sexual predator & seeing women only as objects to prey upon. It's partly his physical cowardice.Quote Tweet
Debra Messing
@DebraMessing
 ∑ Aug 31, 2019
Co-signed twitter.com/EricMcCormack/¶",1,,3
Solomon Yue,@SolomonYue,2019-09-01T16:59:33.000Z,That is NOT what Dennis Kwok & Alvin Yeung told my Oregon Republican Party State Platform Convention & Sate Central Committee on Aug 24. Their message to my government.That is NOT what Dennis Kwok & Alvin Yeung told my Oregon Republican Party State Platform Convention & Sate Central Committee on Aug 24. Their message to my government.,4,1,3
LiberateHongKong-ÂåóÊ≠êÂøÉÁßëÂ≠∏,@HKNordicHearts,2019-09-01T23:56:02.000Z,"Sir, thank you for your reply. So what you meant is Dennis Kwok and Alvin Yeung, on 24 Aug, agreed fully to the bill that, US should review if HK's special treatment is justified by its human rights and democracy status, and would not be against full sanction on HK in that case?",1,3,9
~MœÉœÉ…≥RŒ±∆à“Ω…æùïãùïöùïû~,@TimTerminator1,2019-09-01T23:57:50.000Z,Sure doesSure does,,,3
JAS16AZ,@JAS16AZ,2019-09-01T23:48:21.000Z,I second that.I second that.,1,2,9
Yolanda,@HockeyFanGirl12,2019-09-01T23:51:00.000Z,Me too!,,,6
AvaMaria,@avamaria_tweets,2019-10-01T23:59:05.000Z,#RedOctober has arrived. #RedOctober has arrived. ,3,6,41
David Wohl,@DavidWohl,2019-10-01T23:45:30.000Z,"The #FakeImpeachment will FAIL MISERABLY. It is flat-out an attempted coup d'√©tat.

The Democrats are waging war on 64 million Americans - attempting to destroy our duly elected President. 

If they want war, they've got it.The #FakeImpeachment will FAIL MISERABLY. It is flat-out an attempted coup d'√©tat.

The Democrats are waging war on 64 million Americans - attempting to destroy our duly elected President. 

If they want war, they've got it.",1K,257,820
Elke.c,@ElkeC11,2019-10-01T23:58:23.000Z,"I just reported your tweet, calling for violence !",21,7,252
Cr,@craiger099,2019-10-01T23:58:52.000Z,I'll bet it's a Perfect Letter.I'll bet it's a Perfect Letter.,1,,55
MatthewJshow,@MatthewJshow,2019-10-01T23:59:59.000Z,President Trump will continue to protect our nation and economy!President Trump will continue to protect our nation and economy!,95,16,156
Michael,@ProudArmyVet86,2019-10-01T23:59:33.000Z,The Rock says to Adam SchiffGIF,,,2
12out,@djonesie12,2019-10-01T23:59:03.000Z,"Sociopathic, sinister, diabolical evil gangsters, this admin are thee examples of who has been running this country/world. 
~COR∑RUP∑TION~
   dishonest or fraudulent conduct by those              in power, typically involving bribery.
#THUGSLIARSTHIEVES 
#StayWokePeopleSociopathic, sinister, diabolical evil gangsters, this admin are thee examples of who has been running this country/world. 
~COR∑RUP∑TION~
   dishonest or fraudulent conduct by those              in power, typically involving bribery.
#THUGSLIARSTHIEVES 
#StayWokePeople",,1,1
Byron James,@BJR3_Boston,2019-10-01T23:59:00.000Z,What color is the sky on the planet you think you're on right now?What color is the sky on the planet you think you're on right now?,4,,36
Jason Trzeciak,@jtreesap,2019-10-01T23:57:53.000Z,"He actually lost the vote', remember?He actually lost the vote', remember?",2,,39
Crystal J. Lynn,@Blind_Wordsmith,2019-10-01T23:57:48.000Z,"That's exactly what this is, Mr. President. But know that America stands with you! We, the people, love you. We pray for you, and we will stand up for you, just as you stand up for us! That is America's promise to you, 
@realDonaldTrump
. #KAG.That's exactly what this is, Mr. President. But know that America stands with you! We, the people, love you. We pray for you, and we will stand up for you, just as you stand up for us! That is America's promise to you, 
@realDonaldTrump
. #KAG.",,,1
SHudson,@StanHudson011,2019-10-01T23:49:42.000Z,Yup... Russia. Keep telling yourself and all of your buddies that.Yup... Russia. Keep telling yourself and all of your buddies that.,98,24,217
"Drew
Scorpio - chef and a few other things!",@drew_dunstone,2019-10-01T23:57:21.000Z,What's a colour coded map of USA got to do with Trumps Impeachable behaviour??,,,4
únobody importantù,@jr_important,2019-10-01T23:59:39.000Z,40% of Republicans now supports impeachment.40% of Republicans now supports impeachment.,,1,4
Jules Morgan,@glamelegance,2019-10-01T23:42:48.000Z,I miss having a real President.I miss having a real President.,442,452,6.9K
China Is At War With Us,@RatiugJES,2019-10-01T23:59:29.000Z,"Yep, they sure did great thing to transform America.  See where we are now?  What did Ovomit do for you?",,1,1
Gator.Tim,@GatorTim2,2019-10-01T23:58:26.000Z,And please find out why Brennan still has his top secret clearance. Your orders are not being obeyed .And please find out why Brennan still has his top secret clearance. Your orders are not being obeyed .,1,1,2
AzRepublican,@phusonAz,2019-10-01T23:59:56.000Z,We stand with you President Trump. This coup will be exposed and those responsible need to be punished. #KAG2020 #TrumpLandslideVictory2020We stand with you President Trump. This coup will be exposed and those responsible need to be punished. #KAG2020 #TrumpLandslideVictory2020,,,
Michael Paul Padilla,@LibertyMyFriend,2019-10-01T23:58:31.000Z,"The left is insane, beside themselves with hate! They are stuck in a world of constant disgust and grief and 
@realDonaldTrump
 just keeps rubbing salt in their wounds, by simply winning!",1,1,1
Tony Posnanski,@tonyposnanski,2019-10-01T23:43:26.000Z,Fuck you and every dumb unpatriotic morherfucker that supports you.Fuck you and every dumb unpatriotic morherfucker that supports you.,706,657,14.1K
Flyinghellgiants,@Bradfle01956912,2019-10-01T23:58:35.000Z,Tony is going to be sitting on Twitter till 2024 waiting to reply to every Trump presidential tweets.,2,,2
Mr. Jambalaya,@DrJambalaya,2019-10-01T23:59:45.000Z,You took away the power of the people when you solicited foreign interference in our elections....twice.You took away the power of the people when you solicited foreign interference in our elections....twice.,,,2
Zoda Stone,@StoneZoda,2019-10-01T23:59:22.000Z,I could have told you that two weeks ago.I could have told you that two weeks ago.,2,1,4
Senator John Cornyn,@JohnCornyn,2019-10-01T22:00:52.000Z,These are not normal times https://twitter.com/gregpmiller/status/1178791686245367809¶This Tweet is unavailable.,555,201,703
shud49,@srholsinger,2019-10-01T23:59:36.000Z,"Finally, that is the truth. 
@realDonaldTrump
 has behaved as a madman since/before he was elected. And the GOP has been complicit every step of the way. Have you forgotten the constitution you have sworn to uphold? How about your constituents? The female ones.",,,2
Steve & Renee Schulz,@Bear_n_kitten,2019-10-01T23:59:28.000Z,"Both the 
@DNC
 and the 
@GOP
 were hacked. They got what they wanted by exposing what they had on 
@DNC
 ; they continue to get what they want by keeping the 
@GOP
 stuff hidden.Both the 
@DNC
 and the 
@GOP
 were hacked. They got what they wanted by exposing what they had on 
@DNC
 ; they continue to get what they want by keeping the 
@GOP
 stuff hidden.",,,2
Seth Abramson,@SethAbramson,2019-10-01T23:57:49.000Z,"ATTENTION 
@realDonaldTrump
, the REAL election map has a message:",73,1K,3.6K
Patty Hearst Life Crisis,@XtremeLazyBum,2019-10-01T23:58:47.000Z,Super crowded area. Fear the blue,,,9
Underground,@shannon4t76,2019-10-01T23:58:54.000Z,We the people want every single one of these deep state traitors to the constitution and to Americans indicted and sent to prison for the rest of their God given life.We the people want every single one of these deep state traitors to the constitution and to Americans indicted and sent to prison for the rest of their God given life.,,1,1
Skeptical Shrink,@skeptishrink,2019-10-01T23:58:40.000Z,We've all the seen the transcript. Everyone knows the content of the phone call. You are guilty of abusing the power of your office. Resign or be removed.We've all the seen the transcript. Everyone knows the content of the phone call. You are guilty of abusing the power of your office. Resign or be removed.,2,3,10
Jeff Boeckman,@j_boeckman,2019-10-01T23:59:21.000Z,Not much longer......Not much longer......,,,4
"BonBonsays...AMERICA IS BACK
JOE/KAMALA",,2019-10-01T23:58:38.000Z,"Question, do you ever look in the mirror and think how much longer can I get away with being a fraud, a loser, a liar, a nobody? If not maybe now is the time!Question, do you ever look in the mirror and think how much longer can I get away with being a fraud, a loser, a liar, a nobody? If not maybe now is the time!",,,2
Erica Marcroft,@erimarcroft1,2019-10-01T23:59:23.000Z,"3 Things:

Alligators
Moats
Snakes

It's like you're King Henry VIII but without the smarts and definitely the gout.3 Things:

Alligators
Moats
Snakes

It's like you're King Henry VIII but without the smarts and definitely the gout.",,,1
Trevor Hotchkiss,@TrevHotch,2019-10-01T23:59:08.000Z,"As dementia progresses in older people, they finally become unresponsive and unable to speak. I'm really looking forward to Trump reaching that stage and STFU.As dementia progresses in older people, they finally become unresponsive and unable to speak. I'm really looking forward to Trump reaching that stage and STFU.",,,2
SC,@TNChick67,2019-10-01T23:58:31.000Z,He said daily!!!!!  BAHAAAHAAAHAHAHAAAAAAAAHHHHHHAHAAAHAHAHHHHAHAAAAAHHHHAHAHAHAAAAAAHHHHHHHHAAAAHAHAAAHe said daily!!!!!  BAHAAAHAAAHAHAHAAAAAAAAHHHHHHAHAAAHAHAHHHHAHAAAAAHHHHAHAHAHAAAAAAHHHHHHHHAAAAHAHAAA,,,2
Derek,@derekjcole,2019-10-01T23:57:38.000Z,Oh eat shitOh eat shit,1,1,1
M B,@markbland,2019-10-01T23:57:39.000Z,"High fed rate means good economy. Now you want then to lower it like a bad economy??? 

Maybe you been lying to us Trump?High fed rate means good economy. Now you want then to lower it like a bad economy??? 

Maybe you been lying to us Trump?",,,3
M B,@markbland,2019-10-01T23:59:16.000Z,"Coups usually have national support from city to city... and they don't use normal policy and laws to get their endgame. They use military force. 

So now 
@AOC
 has a military along with Pelosi at their disposal. 

You have mental issues. You're just not a good person.Coups usually have national support from city to city... and they don't use normal policy and laws to get their endgame. They use military force. 

So now 
@AOC
 has a military along with Pelosi at their disposal. 

You have mental issues. You're just not a good person.",,,1
Julie Mackay,@pavelich_julie,2019-10-01T23:49:51.000Z,Got proof? I doubt it.Got proof? I doubt it.,117,11,209
Rick VanSickle,@rickwine,2019-10-01T23:57:46.000Z,The rest of us have come to the conclusion that you're just plain nuts.The rest of us have come to the conclusion that you're just plain nuts.,,,2
"Barack Obama ____________________________
Fan",@ThePresObama,2019-10-01T23:59:13.000Z,"It is a coup de gr√¢ce to put you and us out of our misery. On the bright side, you'll get to sit on your gold toilet full-time and tweet to your 60 Million Russian bot followers.It is a coup de gr√¢ce to put you and us out of our misery. On the bright side, you'll get to sit on your gold toilet full-time and tweet to your 60 Million Russian bot followers.",2,10,46
connie,@mewmewmew13,2019-10-01T23:57:58.000Z,"worthless twitter rants written by aides or Miller..Fake President doesn't have the capability to use punctuation or complete sentence structure. 
#ImpeachmentIsComingworthless twitter rants written by aides or Miller..Fake President doesn't have the capability to use punctuation or complete sentence structure. 
#ImpeachmentIsComing",1,1,3
Grudgie the Whale,@grudging1,2019-10-01T23:59:11.000Z,It's literally impeachment.It's literally impeachment.,1,,12
Mark A Hays,@Hays2Mark,2019-10-01T23:00:52.000Z,"Absolutely, and they should have charges of treason brought up against them for creating chaos in the country.Absolutely, and they should have charges of treason brought up against them for creating chaos in the country.",3,3,9
1extremelady,@1extremelady2,2019-10-01T23:58:30.000Z,Too much Fox!,1,,5
Cassandra Silvestra,@wo96729803,2019-11-01T23:58:42.000Z,He doesn't get it. If it was in his personal interests he can't imagine how it could be wrong.,,,19
Ronna McDaniel,@GOPChairwoman,2019-11-01T17:04:48.000Z,"Our internal polling shows that despite the Democrats' bogus attacks on 
@realDonaldTrump
, his approval rating has increased!
 
And in our 17 target states, voters oppose the Democrats' efforts to remove President Trump by 14 points!
 
Stop The Madness.Internal RNC Polling: More Want Biden Investigated Than Trump
gop.com",6.7K,3.1K,7.2K
Mike Sullivan,@mikesullivan63,2019-11-01T23:59:40.000Z,Here's polling on impeachment inquiry not limited to your útarget statesù. Doesn't look like madness to me.,,,2
"ùï∂ùñäùñìùñìùñû ""ùïæùñôùñÜùñóùï∏ùñÜùñêùñäùñó"" ùï≠ùñîùñëùñéùñì ÆÑ¢",@StarMakerBolin,2019-11-01T22:04:58.000Z,I will certainly be watching and I certainly hope Anthony Scaramucci is right. Save us the trouble of the trial. But I don't think there's one Republican senator that's got the guts to do it or the common decencyI will certainly be watching and I certainly hope Anthony Scaramucci is right. Save us the trouble of the trial. But I don't think there's one Republican senator that's got the guts to do it or the common decency,1,1,11
Michelle M McGarrity,@IrishinArchbold,2019-11-01T23:56:29.000Z,I believe if #MoscowMitchTraitor feels the GOP will lose the Senate he will talk to 45 about leaving.,,,4
Tom Fitton,@TomFitton,2019-11-01T23:24:12.000Z,"MASSIVE Update: Pelosi/Schiff Coup Is A Threat to the Republic; 
@JudicialWatch
 Uncovers Obama State Dept COLLUSION Against 
@RealDonaldTrump
 -- With RUSSIA, DOJ úFindsù New Strzok/Ohr Docs -- 
@JudicialWatch
 Update: https://youtu.be/e9Yyzq5qFQ0",157,1.1K,2K
Jimmy MacFarland,@JimmyMacfarland,2019-11-01T23:59:47.000Z,"Tom, you continual labor for justice is admirable.",,1,8
Syimon Templar,@SyimonTemplar,2019-11-01T23:57:59.000Z,#MoscowMitch is only concerned with his Seychelles accounts.#MoscowMitch is only concerned with his Seychelles accounts.,1,3,7
Samantha Maiden,@samanthamaiden,2019-11-01T23:42:12.000Z,"There's a 101 year old woman called Dot in 
@theage
 today offering to do a contract killing of 
@realDonaldTrump
 so that's unexpected",81,354,1.4K
JacqualineKerin,@EthericSelfRM,2019-11-01T23:58:52.000Z,"I've been wondering the same thing myself.  So many snipers & contract killers on tv. 
 Hollywood has set up an expectation....",,,9
Rich Swinton,@RicoSuaveJD,2019-11-01T23:57:11.000Z,Literally not the law.Literally not the law.,,,24
Nancy Pelosi,@SpeakerPelosi,2019-11-01T23:52:23.000Z,"The scores of bills we've passed aren't busy work.
 
If passed into law, they will improve the lives of Americans across the country & build a better future for generations to come.
 
But the 
@SenateGOP
 has made the cynical decision to ignore it all.The scores of bills we've passed aren't busy work.
 
If passed into law, they will improve the lives of Americans across the country & build a better future for generations to come.
 
But the 
@SenateGOP
 has made the cynical decision to ignore it all.",269,1K,2.6K
Tonig,@GerminarioToni,2019-11-01T23:58:36.000Z,to put bills to Senate floor for votes. And a president that is simply vindictive,,1,2
HUMAN,@MaryEllenBella4,2019-11-01T23:59:03.000Z,SOMEONE TAKE THIS LUNATICS DAMN PHONE...like NOW! For the sake of America and the rest of humanity.SOMEONE TAKE THIS LUNATICS DAMN PHONE...like NOW! For the sake of America and the rest of humanity.,,1,2
Catherine Elizabeth,@CathLiz23,2019-11-01T23:24:49.000Z,Show some respect for walterShow some respect for walter,1,,26
Evan (he/him/his),@krikmnave,2019-11-01T23:59:38.000Z,"That's Owen's Grandpa, is nothing holy anymore?",1,,18
Robert Herring,@RobHerring,2019-11-01T21:22:27.000Z,"Mr. President, 
@OANN
 is ready to host your 'fireside chat' -- let the American people decide.
@realDonaldTrumpQuote Tweet
One America News
@OANN
 ∑ Nov 1, 2019
One America News would be pleased to host a 'fireside chat' featuring President Trump reading the transcript of the Ukrainian phone call. @OANN will air the broadcast commercial free and make it available worldwide via the internet. 

@realDonaldTrump @PressSec",147,1K,3.1K
Trktstr,@Trktstr2,2019-11-01T23:58:04.000Z,He should do it once a month.  Exposing the deep state adgenda and failures of the Democratic party.  Full Transparency for America from the Oval Office!,1,,6
Lara Trump,@LaraLeaTrump,2019-11-01T17:07:45.000Z,"Hey 
@glamourmag
, we had 3 women in senior roles PREGNANT AT THE SAME TIME working for 
@realDonaldTrump
's campaign but, no one botherered to reach out to us 
 guess it only matters if you're a Democrat   https://glamour.com/story/women-changing-presidential-campaigns-2020?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=glamour&utm_social-type=earned¶ via 
@glamourmagThe Women Changing Presidential Campaigns From the Inside
Both within campaigns and in the policies their candidates put out, women staffers are remaking electoral politicsîand hoping to reshape America too.
glamour.com",1.9K,3.6K,11.5K
denise,@ddeenniissee59,2019-11-01T23:57:05.000Z,"Do you Trumps engage in any other activities aside from incessant whining? I have never heard a family so utterly privileged constantly whine about things that really don't matter. Try going without food or lifesaving medicine, then you'll have something to whine about.",,1,4
Dr. DaShanne Stokes,@DaShanneStokes,2019-11-01T01:05:03.000Z,"Please retweet this until your fingers bleed. We need to counter the fraudulent narrative that 
@realDonaldTrump
 can't be indicted. No one is above the law.

https://nytimes.com/2017/07/22/us/politics/can-president-be-indicted-kenneth-starr-memo.html¶

#ImpeachTrump #ImpeachAndRemove 
#impeachment #ImpeachmentVoteCan the President Be Indicted? A Long-Hidden Legal Memo Says Yes (Published 2017)
A document from Kenneth Starr's investigation into President Bill Clinton rejected the view that sitting presidents are immune from being indicted.
nytimes.com",103,2.9K,2.6K
"JMcC, Ph.D. UConn",@Jacquel00007488,2019-11-01T23:59:41.000Z,"Unfortunately, Barr disagrees, and he's already been successful in hijacking Mueller report detailing 10 obstructions of justice.",,,3
$421 million in debt SOTS,@dshnapper,2019-11-01T23:58:53.000Z,It's an insanity defense by another name.It's an insanity defense by another name.,,,3
Michael Thomas,@in_pubs,2019-11-01T23:57:01.000Z,You haven't done anything right.You haven't done anything right.,3,4,59
"Trae
BetoForever",@Beto4US,2019-11-01T23:58:50.000Z,You are pure trash and could never in your entire life be 1/10 the man Beto is.You are pure trash and could never in your entire life be 1/10 the man Beto is.,,1,13
Bat-tech Rider (not a doc) Doc McVinny,@d1Vinman,2019-11-01T23:59:27.000Z,"You're a criminally corrupt malignant narcissistic bully.
This is your lapdog #LeningradLindseyYou're a criminally corrupt malignant narcissistic bully.
This is your lapdog #LeningradLindsey",,6,4
JoJo,@jmlucyc,2019-11-01T23:58:12.000Z,Calling him an idiot is unfair to the rest of the idiots.,,,2
Jan Brady,@janismbrady,2019-11-01T23:58:08.000Z,Poor woman?? Ummm I don't think so...she's a POS just like him...Poor woman?? Ummm I don't think so...she's a POS just like him...,,,3
Tom Fitton,@TomFitton,2019-11-01T13:48:07.000Z,"DOJ has found evidence there could be CRIMES behind targeting of 
@RealDonaldTrump
.  It helps explain who the Coup Cabal is protecting: Obama, Clinton, Biden, Comey, Brennan, Clapper, McCabe, Lynch, Rice Ohr, etc.",115,1.7K,3.7K
ed taylor,@reeality1000,2019-11-01T23:59:34.000Z,"Could be crimes!? Really!?
Anyone with any common sense knows what's up. Some just choose to ignore it. I cannot wait 4 the fire 2 light up the sky. I only hope that the right doesn't let the people down, by just firing them. There needs 2 b prison, just like they did the right.",1,,7
epobirs,@epobirs,2019-11-01T23:59:49.000Z,We understand perfectly well. We also understand there is much nonsensical mythology attached.We understand perfectly well. We also understand there is much nonsensical mythology attached.,,,3
"VapingIT, SPE, EEI",@Vapingit,2019-11-01T23:54:38.000Z,"Was this a predetermined outcome to ban a less harmful alternative to #smoking from 
@SecAzar
 from September 11th?

Because #NGO's and his own staff #LIE and #bully a sitting 
@realDonaldTrump
 president for money over #publichealth?Quote Tweet
Freedom of Choice
@LanceChurchill
 ∑ Nov 1, 2019
Replying to @realDonaldTrump
Please let us know this is FAKE NEWS right now. We have meetings scheduled all of November discussing flavored vaping issues with the OMB. Then Axios says you are going to blow off the whole process and just ban flavors next week on your own. Fake News?? https://axios.com/trump-ban-flavored-vaping-products-4830652d-af8d-4c84-81b0-2174e9ad3344.html?utm_source=twitter&utm_medium=social&utm_campaign=organic&utm_content=1100¶",1,6,10
JamieW(Granny Vapes),@JamieW313,2019-11-01T23:58:46.000Z,Or maybe it's like Cuomo... so what?,,,2
Tammy Killebrew,@Tammy_Killebrew,2019-11-01T23:44:09.000Z,"Where's 
@LindseyGrahamSC
 !?!?!?Where's 
@LindseyGrahamSC
 !?!?!?",3,,11
lavinia,@LaviniaHilltopp,2019-11-01T23:59:00.000Z,"He's busy getting people to promise to ignore the evidence and be loyal to Trump.

That doesn't sound suspicious. Doesn't he believe the evidence will clear the president?
Why?",1,,4
George Conway,@gtconway3d,2019-11-01T23:48:40.000Z,"I mean, we're just seeing one joke of a údefenseù after another.  The fact that we've been at this for almost a month and a half and they haven't settled on one should tell youî
@realDonaldTrump
 has no defense.I mean, we're just seeing one joke of a údefenseù after another.  The fact that we've been at this for almost a month and a half and they haven't settled on one should tell youî
@realDonaldTrump
 has no defense.",98,726,4.2K
Rick Gold,@rickgoldjr9,2019-11-01T23:59:10.000Z,"And what everybody seems to be forgetting in the ""quid pro quo"" argument is that Trump didn't even have the right to hold up that military aid without Congressional approval. Doing that in secret is in itself impeachable.",,2,7
William Salyers,@wlsalyers,2019-11-01T23:59:56.000Z,"I think SOMEONE should have thought of that SOONER, don't you? Now, go to Florida and think about what you've done.I think SOMEONE should have thought of that SOONER, don't you? Now, go to Florida and think about what you've done.",,,4
chrispydog,@chrispydog,2019-11-01T23:59:46.000Z,The hitgranny phenomena is getting some traction then?The hitgranny phenomena is getting some traction then?,,,3
Ian Binns,@icbinns,2019-11-01T23:56:03.000Z,Let us know when that person takes over your account.Let us know when that person takes over your account.,,,1
hazebays,@hazebays,2019-11-01T23:59:26.000Z,"What about rescheduling cannabis or off the list all together. And make it legal for personal homegrow, and tax it and take care of our infrastructure and schools .... it would pass ...What about rescheduling cannabis or off the list all together. And make it legal for personal homegrow, and tax it and take care of our infrastructure and schools .... it would pass ...",,,2
AppSame,@AppSame,2019-11-01T23:59:11.000Z,Darn we can't impeach him nowDarn we can't impeach him now,,1,4
Pam D. R.,@pam2734,2019-11-01T23:51:20.000Z,"Pssst...  Trump admitted to asking Ukraine on the White House lawn, & then he went ahead and asked China too.  And... 4 people have testified that Trump strong-armed Ukraine for dirt on Biden.  Trump's call memo (not a transcript) shows the quid pro quo.Pssst...  Trump admitted to asking Ukraine on the White House lawn, & then he went ahead and asked China too.  And... 4 people have testified that Trump strong-armed Ukraine for dirt on Biden.  Trump's call memo (not a transcript) shows the quid pro quo.",16,2,33
JimBurke@JimBurke21,JimBurke@JimBurke21,2019-11-01T23:59:48.000Z,"Well, case solved. No body cares abt Biden or his son.
That's not the objective. The 4 people gave their opinions &
you know what opinions are like. Like he asked RU to find HRC's 33K emails? You obviously haven't followed DT over his career. Sarcasm is a subtle art form.",6,,15
Jennifer Taub,@jentaub,2019-12-01T23:51:09.000Z,"Oh, Bob. A rare 100 percent trollbot rating. Bravo!",3,12,62
Agent361 A degree Beyond,@AAgent361,2019-12-01T23:54:16.000Z,This one is good to get em riled upThis one is good to get em riled up,1,1,2
Artist Adedokun,@Doks_Art,2019-12-01T19:06:40.000Z,"This is my second portrait of President Trump. This time I really want him to see it. All done in ballpoint, took up to 70hours, '24√ó21' inches.
Please RT till the president sees this
@realDonaldTrump
 @DonaldJTrumpJr
 @POTUSDonald Trump Jr. and 8 others",8.4K,29.7K,59.7K
LNA,@lnarvaiz09,2019-12-01T23:57:04.000Z,Absolutely incredible! Amazing work..how many pens did you go through?,,1,3
